County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,LAhalfand10
Dakota County,1,5133,2301,0,243.0,4.734073641145529,1,1,27.4322480015598,57104.0,1987.0,1137.0,1052.0,3419.0,405.0,131.0,7.0,39.0,1132.0,1521.0,363.0,445.0,1
Dodge County,1,5654,2158,0,27.0,0.4775380261761585,0,0,1.92241675248884,74295.0,1221.0,1730.0,675.0,5435.0,22.0,25.0,1.0,16.0,155.0,248.0,28.0,127.0,1
Dodge County,0,4491,1542,0,3.0,0.06680026720106881,0,0,3.33711691259932,113517.0,441.0,1364.0,440.0,4378.0,8.0,20.0,1.0,6.0,78.0,88.0,27.0,32.0,0
Dodge County,0,3592,1346,0,50.0,1.3919821826280625,0,0,6.475613116561039,77794.0,835.0,978.0,521.0,3495.0,11.0,6.0,2.0,9.0,69.0,105.0,51.0,76.0,0
Dodge County,1,4001,1495,0,62.0,1.5496125968507872,0,0,9.27707870713052,77135.0,1076.0,1113.0,504.0,3767.0,17.0,26.0,0.0,19.0,172.0,292.0,106.0,122.0,1
Dodge County,0,2349,919,0,7.0,0.29799914857386123,0,1,10.2308917197452,67875.0,736.0,639.0,320.0,2219.0,2.0,13.0,0.0,4.0,111.0,182.0,16.0,82.0,0
Douglas County,0,3509,1360,0,8.0,0.2279851809632374,0,0,2.3471615720524,84191.0,512.0,817.0,623.0,3452.0,3.0,14.0,0.0,7.0,33.0,13.0,28.0,16.0,0
Douglas County,0,4149,1715,0,4.0,0.09640877319836105,0,0,3.65307037203048,83571.0,712.0,918.0,831.0,4093.0,5.0,8.0,1.0,3.0,39.0,37.0,40.0,54.0,0
Douglas County,0,4606,1767,0,41.0,0.8901432913590968,0,0,6.73455218699375,81411.0,853.0,1149.0,706.0,4509.0,18.0,28.0,0.0,15.0,36.0,28.0,23.0,29.0,0
Douglas County,1,2631,1189,0,21.0,0.798175598631699,0,0,7.2147069025320905,76906.0,692.0,556.0,627.0,2558.0,15.0,22.0,0.0,8.0,28.0,16.0,61.0,93.0,1
Douglas County,0,3769,1568,0,27.0,0.716370390023879,0,0,7.32570806100218,76667.0,742.0,809.0,745.0,3711.0,7.0,8.0,0.0,12.0,31.0,42.0,57.0,70.0,0
Douglas County,1,5966,2690,0,84.0,1.4079785450888367,1,1,9.35814924334667,65000.0,2008.0,1310.0,1140.0,5756.0,54.0,28.0,1.0,22.0,105.0,89.0,251.0,284.0,1
Douglas County,0,3100,1269,0,0.0,0.0,0,0,10.3966730646193,75913.0,808.0,666.0,635.0,3067.0,1.0,4.0,1.0,10.0,17.0,17.0,22.0,49.0,1
Douglas County,0,3487,1430,0,66.0,1.8927444794952681,0,0,11.1670616113744,69728.0,907.0,832.0,712.0,3428.0,9.0,10.0,0.0,8.0,32.0,15.0,60.0,96.0,1
Douglas County,0,4792,2301,0,271.0,5.65525876460768,1,1,14.432989690721602,67905.0,1904.0,819.0,1050.0,4612.0,38.0,42.0,1.0,20.0,79.0,84.0,251.0,226.0,0
Faribault County,0,1953,822,0,0.0,0.0,0,0,5.58807876530069,73571.0,422.0,433.0,367.0,1923.0,4.0,2.0,0.0,2.0,22.0,52.0,17.0,24.0,0
Faribault County,0,1995,829,0,74.0,3.7092731829573933,0,0,8.71854885898186,71250.0,450.0,476.0,378.0,1921.0,19.0,1.0,0.0,11.0,43.0,106.0,17.0,39.0,0
Faribault County,0,2212,945,0,49.0,2.2151898734177213,0,1,11.9025304592315,61071.0,759.0,484.0,501.0,2122.0,2.0,2.0,0.0,10.0,76.0,136.0,75.0,122.0,0
Faribault County,1,3343,1451,0,164.0,4.905773257553096,0,0,12.187711006077,69412.0,908.0,709.0,831.0,3208.0,5.0,9.0,0.0,21.0,100.0,233.0,114.0,72.0,1
Faribault County,0,2460,1080,0,0.0,0.0,0,1,14.2414860681115,66932.0,752.0,508.0,543.0,2364.0,13.0,10.0,0.0,13.0,60.0,101.0,8.0,47.0,1
Faribault County,0,2590,1109,0,49.0,1.891891891891892,0,1,14.8003132341425,60667.0,710.0,589.0,559.0,2504.0,4.0,19.0,0.0,5.0,58.0,189.0,100.0,128.0,0
Fillmore County,0,4469,1772,0,75.0,1.6782277914522266,0,0,6.7360957234655405,93500.0,907.0,1150.0,755.0,4398.0,8.0,6.0,0.0,8.0,49.0,54.0,64.0,115.0,0
Fillmore County,0,3254,1302,0,82.0,2.519975414874001,0,1,8.55384615384615,70461.0,799.0,767.0,634.0,3209.0,4.0,10.0,0.0,2.0,29.0,36.0,68.0,104.0,0
Fillmore County,0,3125,1364,0,51.0,1.6320000000000001,0,0,10.006925207756199,71167.0,766.0,645.0,693.0,3064.0,11.0,15.0,0.0,2.0,33.0,29.0,60.0,72.0,0
Fillmore County,0,3616,1556,0,70.0,1.9358407079646016,0,1,10.241134751773,68235.0,1100.0,824.0,699.0,3529.0,17.0,18.0,0.0,3.0,49.0,29.0,76.0,144.0,0
Fillmore County,0,3136,1265,0,29.0,0.9247448979591837,0,0,13.0102040816327,72235.0,906.0,780.0,554.0,3086.0,5.0,5.0,0.0,3.0,37.0,31.0,105.0,80.0,0
Fillmore County,0,3266,1286,0,52.0,1.5921616656460504,1,1,19.3044033184429,68462.0,1197.0,899.0,665.0,3211.0,4.0,17.0,0.0,4.0,30.0,28.0,157.0,75.0,0
Freeborn County,0,2362,989,0,10.0,0.42337002540220153,0,1,5.286539315859621,57147.0,577.0,511.0,424.0,2325.0,3.0,12.0,0.0,1.0,21.0,64.0,11.0,47.0,0
Freeborn County,0,3421,1420,0,6.0,0.17538731365097923,0,0,6.07067351253398,79779.0,785.0,755.0,664.0,3339.0,3.0,12.0,3.0,9.0,55.0,71.0,33.0,60.0,0
Freeborn County,1,3161,1317,0,200.0,6.327111673521038,0,0,6.754416349151369,72163.0,614.0,625.0,825.0,3028.0,14.0,6.0,0.0,2.0,111.0,179.0,50.0,30.0,1
Freeborn County,0,2879,1142,0,4.0,0.13893713094824592,0,0,7.265106531610201,75052.0,645.0,692.0,451.0,2799.0,3.0,3.0,0.0,2.0,72.0,101.0,22.0,40.0,1
Freeborn County,0,2596,1040,0,129.0,4.969183359013867,1,0,7.28234336859235,80441.0,591.0,530.0,648.0,2526.0,3.0,6.0,0.0,2.0,59.0,86.0,107.0,65.0,0
Freeborn County,0,2735,1125,0,4.0,0.14625228519195613,0,0,9.310479158550839,71979.0,574.0,611.0,467.0,2683.0,13.0,3.0,0.0,6.0,30.0,46.0,17.0,44.0,1
Freeborn County,1,4291,1931,0,72.0,1.6779305523188066,1,1,10.5890770331505,64804.0,1236.0,838.0,1158.0,4011.0,23.0,20.0,0.0,5.0,232.0,400.0,128.0,125.0,1
Freeborn County,0,3872,1632,0,29.0,0.7489669421487604,1,1,14.9879775581085,47500.0,1693.0,940.0,651.0,3232.0,56.0,74.0,5.0,17.0,488.0,838.0,183.0,409.0,0
Freeborn County,1,2524,1034,0,133.0,5.269413629160064,0,1,23.3805233805234,39049.0,1185.0,580.0,339.0,2051.0,71.0,59.0,6.0,8.0,329.0,530.0,80.0,146.0,1
Freeborn County,1,3414,1547,0,50.0,1.4645577035735209,0,1,29.2303084755915,43587.0,1653.0,790.0,682.0,3127.0,42.0,43.0,4.0,16.0,182.0,435.0,118.0,342.0,1
Goodhue County,0,4115,1489,0,0.0,0.0,0,0,3.5053554040895802,93676.0,616.0,1113.0,477.0,3882.0,5.0,10.0,9.0,37.0,172.0,215.0,34.0,37.0,0
Goodhue County,0,3495,1316,0,0.0,0.0,0,0,4.43522654754308,95132.0,328.0,801.0,473.0,3388.0,17.0,19.0,0.0,14.0,57.0,62.0,14.0,22.0,0
Goodhue County,0,3998,1600,0,82.0,2.051025512756378,0,0,4.908616187989559,93717.0,678.0,894.0,756.0,3898.0,11.0,22.0,0.0,17.0,50.0,49.0,79.0,35.0,0
Goodhue County,0,3490,1376,0,46.0,1.3180515759312321,0,0,6.5450333043730105,81100.0,661.0,843.0,625.0,3369.0,3.0,12.0,0.0,4.0,102.0,174.0,55.0,41.0,0
Goodhue County,1,5672,2296,0,78.0,1.3751763046544427,1,0,7.95086162770858,84330.0,1169.0,1423.0,865.0,5238.0,99.0,49.0,1.0,95.0,190.0,137.0,127.0,97.0,1
Goodhue County,0,5366,2198,0,74.0,1.3790532985464032,0,0,9.10529091228687,86667.0,1353.0,1347.0,879.0,5189.0,39.0,31.0,0.0,18.0,89.0,75.0,130.0,173.0,0
Goodhue County,0,4052,1612,0,65.0,1.6041461006910167,0,0,10.873185819652601,77727.0,853.0,1010.0,570.0,3912.0,37.0,28.0,2.0,12.0,61.0,57.0,51.0,80.0,0
Goodhue County,1,4656,1919,0,96.0,2.0618556701030926,0,0,12.335092348285,85833.0,1207.0,1103.0,765.0,4489.0,20.0,22.0,1.0,21.0,103.0,96.0,87.0,123.0,1
Goodhue County,1,4135,1962,0,117.0,2.82950423216445,1,1,15.3910149750416,61923.0,1077.0,773.0,1004.0,3895.0,42.0,23.0,3.0,24.0,148.0,192.0,328.0,220.0,1
Goodhue County,0,7204,2962,0,343.0,4.7612437534702945,0,0,17.7909669947887,70833.0,2432.0,1643.0,1180.0,6424.0,172.0,58.0,1.0,291.0,258.0,285.0,137.0,292.0,0
Grant County,0,2926,1226,0,95.0,3.2467532467532463,0,1,9.974701843151431,65357.0,880.0,627.0,674.0,2847.0,6.0,7.0,1.0,5.0,60.0,67.0,55.0,97.0,1
Grant County,0,3092,1375,0,15.0,0.48512289780077616,0,1,10.7741935483871,65417.0,932.0,660.0,660.0,3017.0,13.0,7.0,0.0,4.0,51.0,27.0,53.0,98.0,1
Hennepin County,1,3514,1297,0,8.0,0.22766078542970974,0,0,0.304035378662244,157891.0,243.0,1017.0,547.0,3135.0,26.0,239.0,1.0,1.0,112.0,87.0,84.0,0.0,1
Hennepin County,1,7713,2515,0,10.0,0.12965123816932453,0,0,0.457500601974476,165500.0,364.0,2361.0,363.0,6848.0,134.0,553.0,0.0,11.0,167.0,120.0,0.0,33.0,1
Hennepin County,1,3696,1664,0,110.0,2.976190476190476,1,0,0.61046511627907,135417.0,195.0,557.0,1239.0,3429.0,41.0,144.0,0.0,10.0,72.0,32.0,172.0,6.0,1
Hennepin County,1,6970,2210,0,0.0,0.0,0,0,0.940005529444291,196845.0,219.0,2440.0,315.0,5861.0,141.0,829.0,1.0,4.0,134.0,115.0,0.0,15.0,1
Hennepin County,1,7195,2603,0,0.0,0.0,0,0,1.0513296227581899,94792.0,1057.0,1810.0,496.0,6341.0,412.0,205.0,0.0,35.0,202.0,138.0,31.0,136.0,1
Hennepin County,1,2702,1104,0,4.0,0.1480384900074019,0,0,1.0806916426513,109405.0,257.0,571.0,481.0,2502.0,42.0,74.0,0.0,11.0,73.0,66.0,19.0,31.0,1
Hennepin County,1,1978,775,0,4.0,0.20222446916076847,0,0,1.1390602752729,172344.0,73.0,516.0,386.0,1798.0,17.0,115.0,1.0,3.0,44.0,31.0,32.0,16.0,1
Hennepin County,1,1745,797,0,0.0,0.0,0,0,1.22591943957968,117292.0,89.0,314.0,192.0,1575.0,41.0,27.0,0.0,11.0,91.0,74.0,33.0,34.0,1
Hennepin County,1,4748,2076,0,29.0,0.6107834877843302,1,0,1.23152709359606,91071.0,740.0,1057.0,617.0,3893.0,364.0,275.0,0.0,19.0,197.0,175.0,193.0,69.0,1
Hennepin County,1,7058,2846,0,26.0,0.36837631056956643,0,0,1.32046003123669,121797.0,451.0,1734.0,627.0,5884.0,403.0,506.0,4.0,22.0,239.0,217.0,60.0,72.0,1
Hennepin County,1,4555,1589,0,4.0,0.08781558726673984,0,0,1.35935101951326,144375.0,252.0,1254.0,309.0,4164.0,64.0,230.0,4.0,4.0,89.0,91.0,0.0,0.0,1
Hennepin County,1,5308,2170,0,254.0,4.785229841748304,0,0,1.4345035862589701,168750.0,312.0,1222.0,688.0,4574.0,325.0,114.0,4.0,37.0,254.0,217.0,82.0,41.0,1
Hennepin County,1,12453,4085,0,6.0,0.0481811611659841,0,0,1.43615360599438,153555.0,575.0,4256.0,517.0,10348.0,494.0,1287.0,7.0,13.0,304.0,237.0,25.0,62.0,1
Hennepin County,1,4924,1882,0,4.0,0.08123476848090982,0,0,1.47415185783522,163520.0,355.0,1307.0,994.0,4628.0,29.0,163.0,5.0,3.0,96.0,71.0,53.0,0.0,1
Hennepin County,1,6952,2450,0,3.0,0.043153049482163405,0,0,1.53908464965573,164602.0,369.0,2074.0,451.0,5680.0,194.0,814.0,1.0,15.0,248.0,234.0,31.0,0.0,1
Hennepin County,1,2327,928,0,4.0,0.17189514396218308,0,0,1.69124024284475,107614.0,177.0,470.0,415.0,2122.0,52.0,75.0,0.0,12.0,66.0,57.0,22.0,10.0,1
Hennepin County,1,12114,3800,0,22.0,0.1816080567937923,0,0,1.7209536601746098,127652.0,1014.0,3887.0,704.0,8035.0,1495.0,2036.0,2.0,49.0,497.0,243.0,125.0,116.0,1
Hennepin County,1,2756,1169,0,0.0,0.0,0,0,1.8188057652711,181287.0,170.0,678.0,250.0,2570.0,38.0,66.0,3.0,0.0,79.0,60.0,8.0,28.0,1
Hennepin County,1,4381,2031,0,96.0,2.191280529559461,0,0,1.8364296391202202,112361.0,427.0,725.0,671.0,3969.0,68.0,229.0,0.0,14.0,101.0,62.0,65.0,69.0,1
Hennepin County,1,4171,1772,0,0.0,0.0,0,0,1.85268865793041,108500.0,297.0,849.0,427.0,3725.0,164.0,167.0,2.0,14.0,99.0,101.0,35.0,0.0,1
Hennepin County,1,4366,2189,0,149.0,3.4127347686669722,0,0,1.87713310580205,206607.0,351.0,706.0,721.0,3968.0,76.0,168.0,0.0,18.0,136.0,132.0,118.0,66.0,1
Hennepin County,1,3053,1163,0,68.0,2.2273173927284637,0,0,1.9391507856904002,120476.0,169.0,746.0,450.0,2844.0,69.0,42.0,0.0,7.0,91.0,60.0,10.0,18.0,1
Hennepin County,1,5227,1942,0,5.0,0.09565716472163766,0,0,2.0015546055188502,131650.0,317.0,1382.0,399.0,4733.0,99.0,274.0,1.0,4.0,116.0,103.0,18.0,18.0,1
Hennepin County,1,11806,3944,0,86.0,0.7284431644926309,1,0,2.02865761689291,134273.0,702.0,3921.0,967.0,10919.0,232.0,332.0,1.0,28.0,294.0,201.0,297.0,110.0,1
Hennepin County,1,1989,990,0,0.0,0.0,1,0,2.05724508050089,106429.0,393.0,352.0,515.0,1796.0,25.0,89.0,2.0,16.0,61.0,61.0,136.0,45.0,1
Hennepin County,1,2836,1138,0,0.0,0.0,0,0,2.05746718694573,158816.0,199.0,635.0,465.0,2661.0,40.0,67.0,1.0,3.0,64.0,37.0,76.0,7.0,1
Hennepin County,1,4678,1634,0,495.0,10.581445061992305,0,0,2.06961429915334,151250.0,558.0,1075.0,788.0,4057.0,300.0,121.0,2.0,42.0,156.0,129.0,20.0,76.0,1
Hennepin County,1,4313,1603,0,0.0,0.0,0,0,2.09500609013398,178750.0,254.0,1311.0,285.0,3826.0,71.0,314.0,0.0,4.0,98.0,63.0,76.0,7.0,1
Hennepin County,1,3113,1142,0,73.0,2.3450048185030514,0,0,2.15806357538641,118542.0,141.0,777.0,497.0,2963.0,22.0,57.0,0.0,8.0,63.0,54.0,8.0,23.0,1
Hennepin County,1,3171,1280,0,4.0,0.12614317250078838,0,0,2.17458838148493,133452.0,132.0,760.0,329.0,2646.0,223.0,80.0,3.0,16.0,203.0,178.0,35.0,9.0,1
Hennepin County,1,3195,1184,0,0.0,0.0,0,0,2.24751897256276,167708.0,188.0,844.0,415.0,3056.0,13.0,73.0,0.0,3.0,50.0,58.0,30.0,58.0,1
Hennepin County,1,3757,1283,0,0.0,0.0,0,0,2.29188619599579,250001.0,156.0,1259.0,464.0,3577.0,20.0,69.0,1.0,7.0,83.0,54.0,15.0,0.0,1
Hennepin County,1,4642,1662,0,4.0,0.08616975441619991,0,0,2.31316725978648,141607.0,226.0,1170.0,305.0,4243.0,102.0,182.0,0.0,3.0,112.0,101.0,8.0,17.0,1
Hennepin County,0,5402,1878,0,0.0,0.0,0,0,2.3772340794725,113221.0,543.0,1351.0,503.0,5012.0,20.0,183.0,1.0,27.0,159.0,152.0,88.0,71.0,0
Hennepin County,1,4041,1682,0,0.0,0.0,0,0,2.38484919335983,147895.0,349.0,959.0,336.0,3641.0,140.0,83.0,0.0,8.0,169.0,119.0,28.0,32.0,1
Hennepin County,1,3632,1294,0,0.0,0.0,0,0,2.43169398907104,144453.0,157.0,1075.0,589.0,3321.0,67.0,139.0,0.0,9.0,96.0,102.0,21.0,23.0,1
Hennepin County,1,6176,2196,0,73.0,1.1819948186528497,0,0,2.4508790072388797,169628.0,1171.0,1834.0,668.0,4890.0,190.0,927.0,5.0,7.0,157.0,171.0,101.0,150.0,1
Hennepin County,1,2204,1006,0,0.0,0.0,1,0,2.54859611231102,157045.0,250.0,452.0,429.0,1950.0,94.0,79.0,0.0,7.0,74.0,49.0,116.0,0.0,1
Hennepin County,1,8568,3313,0,0.0,0.0,0,0,2.6367831245880002,143125.0,560.0,2424.0,447.0,6858.0,478.0,958.0,0.0,8.0,266.0,214.0,102.0,136.0,1
Hennepin County,1,3522,1518,0,0.0,0.0,0,0,2.76002324230099,107279.0,549.0,690.0,318.0,2805.0,224.0,58.0,0.0,98.0,337.0,410.0,83.0,83.0,1
Hennepin County,1,2165,996,0,4.0,0.18475750577367206,0,0,2.8683181225554097,107148.0,181.0,398.0,228.0,1875.0,110.0,73.0,0.0,4.0,103.0,94.0,38.0,36.0,1
Hennepin County,1,4843,1741,0,7.0,0.14453850918851952,0,0,2.94056308654849,104069.0,580.0,1088.0,361.0,4308.0,204.0,127.0,0.0,25.0,179.0,152.0,10.0,22.0,1
Hennepin County,1,5967,2704,0,4.0,0.06703536115300822,0,0,3.00047626607398,104267.0,441.0,1159.0,623.0,5085.0,274.0,344.0,0.0,19.0,245.0,203.0,0.0,27.0,1
Hennepin County,1,3717,2096,0,0.0,0.0,0,1,3.0224321133411998,58586.0,890.0,473.0,622.0,3063.0,376.0,129.0,2.0,11.0,136.0,135.0,37.0,63.0,1
Hennepin County,1,3472,1431,0,4.0,0.1152073732718894,0,0,3.02521008403361,118250.0,389.0,739.0,439.0,3080.0,103.0,195.0,2.0,11.0,81.0,75.0,65.0,27.0,1
Hennepin County,1,1431,921,0,0.0,0.0,0,0,3.03712035995501,102750.0,204.0,145.0,107.0,1249.0,53.0,59.0,0.0,18.0,52.0,58.0,34.0,13.0,1
Hennepin County,1,1771,705,0,7.0,0.3952569169960474,0,0,3.0543677458766,173750.0,102.0,458.0,183.0,1685.0,17.0,22.0,1.0,3.0,43.0,42.0,10.0,8.0,1
Hennepin County,1,3504,1486,0,71.0,2.026255707762557,0,0,3.1005661903478,91544.0,557.0,777.0,265.0,2743.0,310.0,102.0,2.0,81.0,266.0,230.0,105.0,67.0,1
Hennepin County,1,3294,1857,0,0.0,0.0,0,0,3.125,160391.0,364.0,280.0,202.0,2984.0,77.0,125.0,1.0,11.0,96.0,104.0,200.0,0.0,1
Hennepin County,1,5293,2249,0,25.0,0.47232193463064426,0,0,3.1313692792292,145491.0,440.0,1109.0,833.0,4877.0,132.0,163.0,0.0,12.0,109.0,112.0,39.0,57.0,1
Hennepin County,1,6475,2086,0,13.0,0.2007722007722008,0,0,3.1565103024989,86581.0,1543.0,1837.0,440.0,3243.0,1450.0,1340.0,0.0,35.0,407.0,364.0,81.0,140.0,1
Hennepin County,1,4194,1868,0,8.0,0.19074868860276584,0,0,3.1844316674038,112059.0,638.0,914.0,258.0,3498.0,330.0,100.0,3.0,28.0,235.0,193.0,67.0,65.0,1
Hennepin County,1,4528,2060,0,7.0,0.15459363957597172,0,0,3.19982585981715,102466.0,647.0,848.0,594.0,3894.0,234.0,192.0,6.0,11.0,191.0,166.0,20.0,54.0,1
Hennepin County,1,4460,2001,0,8.0,0.17937219730941703,0,0,3.2086654404251,126964.0,445.0,862.0,455.0,3873.0,183.0,89.0,1.0,78.0,236.0,233.0,49.0,81.0,1
Hennepin County,1,3229,1472,0,8.0,0.24775472282440383,0,0,3.25693606755127,87240.0,373.0,584.0,473.0,2619.0,257.0,139.0,0.0,16.0,198.0,228.0,89.0,76.0,0
Hennepin County,1,4186,1787,0,20.0,0.4777830864787387,0,0,3.281677301732,113556.0,635.0,869.0,726.0,3473.0,284.0,216.0,0.0,22.0,191.0,133.0,17.0,135.0,1
Hennepin County,1,1975,674,0,10.0,0.5063291139240507,0,0,3.3540967896502196,194276.0,153.0,575.0,340.0,1787.0,36.0,109.0,0.0,6.0,37.0,44.0,10.0,5.0,1
Hennepin County,1,2100,804,0,0.0,0.0,0,0,3.42530922930542,160817.0,188.0,573.0,265.0,1978.0,21.0,48.0,0.0,4.0,49.0,39.0,22.0,25.0,1
Hennepin County,1,4079,1459,0,4.0,0.09806325079676391,0,0,3.4321737100163405,135536.0,409.0,1127.0,494.0,3910.0,42.0,29.0,4.0,18.0,76.0,67.0,9.0,19.0,1
Hennepin County,1,3162,1217,0,11.0,0.3478810879190386,0,0,3.46625766871166,135375.0,249.0,806.0,406.0,2959.0,44.0,59.0,1.0,10.0,89.0,72.0,29.0,28.0,1
Hennepin County,1,3167,1220,0,15.0,0.47363435427849704,0,0,3.5192365046227305,113558.0,597.0,691.0,572.0,2805.0,74.0,180.0,0.0,16.0,92.0,78.0,8.0,34.0,1
Hennepin County,1,5053,1902,0,16.0,0.3166435780724322,0,0,3.5425322545374995,91806.0,732.0,1175.0,704.0,3835.0,517.0,454.0,1.0,12.0,234.0,108.0,55.0,52.0,1
Hennepin County,1,6733,2999,0,13.0,0.19307886529036092,0,0,3.58158044343377,107500.0,709.0,1400.0,1345.0,5572.0,461.0,379.0,1.0,17.0,303.0,247.0,66.0,212.0,1
Hennepin County,1,3476,1276,0,13.0,0.3739930955120829,0,0,3.5861713106295197,110956.0,355.0,760.0,272.0,3245.0,70.0,75.0,0.0,6.0,80.0,71.0,22.0,42.0,1
Hennepin County,0,5542,1971,0,0.0,0.0,0,0,3.63269424823411,152455.0,399.0,1664.0,676.0,5238.0,49.0,156.0,2.0,7.0,90.0,69.0,79.0,57.0,0
Hennepin County,1,2286,894,0,30.0,1.3123359580052494,0,0,3.7153088630259603,90000.0,329.0,454.0,317.0,1836.0,126.0,115.0,0.0,9.0,200.0,216.0,17.0,23.0,1
Hennepin County,1,2940,1251,0,4.0,0.13605442176870747,0,0,3.72272143774069,83782.0,349.0,624.0,255.0,2621.0,153.0,53.0,1.0,11.0,101.0,91.0,24.0,56.0,1
Hennepin County,1,1032,375,0,4.0,0.3875968992248062,0,1,3.7392138063279,66500.0,321.0,265.0,103.0,699.0,61.0,66.0,0.0,7.0,199.0,207.0,14.0,9.0,0
Hennepin County,1,3124,1223,0,10.0,0.3201024327784891,0,0,3.76723847965018,78882.0,483.0,671.0,399.0,2632.0,143.0,76.0,0.0,31.0,242.0,221.0,23.0,45.0,0
Hennepin County,1,3916,1518,0,12.0,0.30643513789581206,0,0,3.82135180320038,172702.0,339.0,1104.0,395.0,3549.0,129.0,111.0,1.0,18.0,108.0,94.0,20.0,46.0,1
Hennepin County,1,5401,1859,0,7.0,0.12960562858729863,1,0,3.8540106223614297,96338.0,1665.0,1552.0,451.0,3129.0,822.0,1215.0,4.0,14.0,217.0,147.0,189.0,76.0,1
Hennepin County,1,5297,2317,0,0.0,0.0,1,0,3.8630538264372003,110861.0,682.0,1093.0,561.0,5084.0,35.0,78.0,0.0,15.0,85.0,95.0,189.0,135.0,1
Hennepin County,1,4079,1506,0,24.0,0.5883795047805834,0,0,4.0,167120.0,225.0,1100.0,604.0,3982.0,15.0,35.0,0.0,5.0,42.0,50.0,46.0,18.0,1
Hennepin County,1,3401,1472,0,28.0,0.8232872684504557,0,0,4.00580551523948,123664.0,377.0,717.0,699.0,2970.0,197.0,115.0,0.0,14.0,105.0,92.0,40.0,43.0,1
Hennepin County,1,6166,2253,0,6.0,0.09730781706130393,0,0,4.07055630936228,197237.0,481.0,1732.0,767.0,5959.0,31.0,73.0,2.0,11.0,90.0,105.0,85.0,16.0,1
Hennepin County,0,8667,3039,0,0.0,0.0,0,0,4.09271246606807,151372.0,1374.0,2651.0,748.0,8295.0,90.0,139.0,2.0,8.0,133.0,187.0,73.0,67.0,0
Hennepin County,1,3503,1607,0,4.0,0.11418783899514702,0,0,4.22306442880346,106875.0,394.0,670.0,300.0,3013.0,118.0,116.0,2.0,67.0,187.0,185.0,32.0,43.0,1
Hennepin County,1,5136,1736,0,22.0,0.4283489096573208,0,0,4.27903631787127,86208.0,1224.0,1349.0,383.0,2874.0,897.0,1010.0,1.0,40.0,314.0,228.0,50.0,96.0,1
Hennepin County,1,6089,2719,0,18.0,0.2956150435211036,0,0,4.2827657378741,117436.0,555.0,1092.0,1343.0,5404.0,248.0,244.0,0.0,26.0,167.0,146.0,38.0,76.0,1
Hennepin County,1,2900,1308,0,0.0,0.0,0,0,4.304029304029299,152222.0,257.0,612.0,243.0,2636.0,63.0,83.0,2.0,12.0,104.0,101.0,84.0,12.0,1
Hennepin County,1,2852,1172,0,3.0,0.10518934081346423,0,0,4.320403658152,80455.0,802.0,656.0,393.0,2037.0,402.0,138.0,5.0,17.0,253.0,267.0,151.0,134.0,1
Hennepin County,1,3203,1324,0,10.0,0.3122073056509522,0,0,4.32706654729931,89453.0,606.0,720.0,365.0,2688.0,256.0,104.0,5.0,15.0,135.0,151.0,31.0,87.0,1
Hennepin County,1,3876,1765,0,12.0,0.30959752321981426,0,0,4.40941283984464,90208.0,673.0,871.0,336.0,3043.0,431.0,98.0,4.0,12.0,288.0,286.0,103.0,40.0,1
Hennepin County,1,3230,1310,0,0.0,0.0,0,0,4.4104675095560095,114938.0,253.0,718.0,449.0,3090.0,24.0,49.0,1.0,8.0,58.0,47.0,17.0,10.0,1
Hennepin County,1,2819,1275,0,0.0,0.0,0,0,4.42067736185383,93958.0,553.0,535.0,321.0,2205.0,209.0,56.0,0.0,53.0,296.0,297.0,97.0,79.0,1
Hennepin County,1,4732,1935,0,32.0,0.6762468300929839,0,0,4.48275862068966,170278.0,398.0,1207.0,489.0,4304.0,148.0,118.0,1.0,13.0,148.0,115.0,78.0,60.0,1
Hennepin County,1,2211,1068,0,177.0,8.005427408412483,0,0,4.59821428571429,120852.0,452.0,316.0,703.0,2012.0,101.0,32.0,5.0,3.0,58.0,41.0,156.0,83.0,1
Hennepin County,1,3115,1326,0,10.0,0.32102728731942215,0,0,4.65349849347171,106811.0,351.0,601.0,398.0,2700.0,106.0,119.0,3.0,12.0,175.0,201.0,50.0,26.0,1
Hennepin County,1,3733,2158,0,0.0,0.0,0,0,4.69712525667351,211616.0,530.0,473.0,499.0,3381.0,107.0,112.0,2.0,16.0,115.0,102.0,382.0,97.0,1
Hennepin County,1,3059,1440,0,7.0,0.2288329519450801,0,0,4.72620599739244,84132.0,381.0,503.0,452.0,2481.0,207.0,192.0,4.0,12.0,163.0,166.0,102.0,15.0,1
Hennepin County,1,7749,3118,0,0.0,0.0,0,0,4.73717016413879,107233.0,1128.0,1838.0,643.0,6499.0,417.0,472.0,5.0,38.0,318.0,247.0,105.0,137.0,1
Hennepin County,1,3889,1549,0,4.0,0.10285420416559526,0,0,4.779844596185541,77719.0,941.0,859.0,585.0,2699.0,287.0,320.0,3.0,21.0,559.0,597.0,54.0,147.0,1
Hennepin County,0,4617,1619,0,0.0,0.0,0,0,4.78801169590643,98468.0,1206.0,1130.0,416.0,4327.0,25.0,93.0,3.0,11.0,158.0,411.0,11.0,111.0,0
